,PC1,PC2
A0548504HC2CZ8MO2ZLQ,0.0,0.0
A0548850OXBOHCHAW057,0.0,0.0
A05501524STWTHZIQB9Y,0.0,0.0
A0550838BL8MIQVIT4RX,0.0,0.0
A0551296A76WH5VD0K5B,0.0,0.0
A0551408OUQ1A509JEB4,0.0,0.0
A0552758ML06JTV61NKY,0.0,0.0
A05567888CAB4HJLUPJG,0.0,0.0
A05577549YMK9XZ3U78W,0.0,0.0
A0559700FQ8WYHJLWFYG,0.0,0.0
A0560592N06NS0PJGMJZ,0.0,0.0
A0562528MOJ1AHA7M2ZR,0.0,0.0
A0563304RHNVO0RGX3KL,0.0,0.0
A0563470ZA21N2UHFLL5,0.0,0.0
A0564680NTJEJH07IVQJ,0.0,0.0
A0565198MYD3UER1D3SB,0.0,0.0
A05666269TNTOTR4L4LI,0.0,0.0
A0566876OUI9YOK65X6M,0.0,0.0
A0567258ICJ4PMGW8TSL,0.0,0.0
A0567666HOFKLLYOTN18,0.0,0.0
A0567690QIVLJ8OQ9Z8D,0.0,0.0
A056862271P8HKL6T5IA,0.0,0.0
A0569554EV71TBZER7TN,0.0,0.0
A0570970A7G9Y993ES43,0.0,0.0
A0571054VKDVZOEQ2N3L,0.0,0.0
A05717765MRCOKVH7QVZ,0.0,0.0
A0572856EIYIB658NKW6,0.0,0.0
A05745881ET9L9WYG902,0.0,0.0
A0574684JD606EFWNGBX,0.0,0.0
A057472894YWB92R73U6,0.0,0.0
A0574896LBDDBVQ1V0IB,0.0,0.0
A0575014MAK785PYIVW2,0.0,0.0
A0575266TKLKO4VBMZ2F,0.0,0.0
A0575344WFZ4F94SHX4P,0.0,0.0
A0576642DV5QNQ39PVYR,0.0,0.0
A0577360UNRDLSGXL0NQ,0.0,0.0
A0578337SKDF0JMFNYX7,0.0,0.0
A0579063NGFD4F79LCZF,0.0,0.0
A05802985UN4SSZAWOCI,0.0,0.0
A05810003U3SBVAIFPVD,0.0,0.0
A0581388XT3XW4P2IVIC,0.0,0.0
A0581840UWB1KPT4F06N,0.0,0.0
A05818741TQTC7GRMLRF,0.0,0.0
A05824022DCWYYET5JBF,0.0,0.0
A0582480XF953BKIZ3N9,0.0,0.0
A05837947FYLPVLVYLR2,0.0,0.0
A058608498H4ON4LR346,0.0,0.0
A0586350KCA7K4BYMD79,0.0,0.0
A05870462V0EMSPFWNO9,0.0,0.0
A0587182441EJD3CSVWT,0.0,0.0
A0587530LHA0IVDNGJFI,0.0,0.0
A0588030JQTNQQBSTF0G,0.0,0.0
A0588726SKN6PDX04DPR,0.0,0.0
A05897089I9L5E98C42V,0.0,0.0
A0590609ZPKPKGCSKROC,0.0,0.0
A0591091P7BIOV7KYECG,0.0,0.0
A0591855ZDXE82BZTPZI,0.0,0.0
A0592129A0D41QPIBAFJ,0.0,0.0
A0592495OUXBOYZIIUOC,0.0,0.0
A0593293F09N6W4QZ5RR,0.0,0.0
A0593353QE4MIRI48BL2,0.0,0.0
A0593651KIA2L0CW4H8A,0.0,0.0
A0594757Y9U54DSQXQ04,0.0,0.0
A0598193QWF1LXNNCV3O,0.0,0.0
A05986597LATUUV1MQ0P,0.0,0.0
A05989072B5QTF5PP6JA,0.0,0.0
A0602895OILZKGOXALXH,0.0,0.0
A0604201MBJEJ93VKB77,0.0,0.0
A0604745XB305YXV39KW,0.0,0.0
A0605189ZLUEMG1NP1PH,0.0,0.0
A0605215OPZ5WBAYY7S1,0.0,0.0
A0606207GKFJHFOHOSWI,0.0,0.0
A06067999HR8R0T7JZNL,0.0,0.0
A06080991NWLA96CJ1HW,0.0,0.0
A06089894S3QCJFUN23U,0.0,0.0
A0610173AX4RY4WQ9LR7,0.0,0.0
A0610801ASGXXE3OGN96,0.0,0.0
A06115594NBF3TWLI1BX,0.0,0.0
A0611595I7XW3ODKRM5K,0.0,0.0
A06127456OQRZ2TKT7EY,0.0,0.0
A0613737FRNKEDCTIC4P,0.0,0.0
A06138334BKG9FUJRNCX,0.0,0.0
A0615397R7BGKE6PJWNE,0.0,0.0
A0616843Y874H0JRAL6K,0.0,0.0
A0617679KQDZ8EF9SA9M,0.0,0.0
A0617679Y7WSXSBV0CD8,0.0,0.0
A06178579U3MDS1PPG6H,0.0,0.0
A062026718GZK0MLHQKE,0.0,0.0
A0620807GVE2NULEC8GO,0.0,0.0
A0622595Q6WCDEPD4WM9,0.0,0.0
A0623049NWFZY6RBHA5D,0.0,0.0
A0623157RKS4FRMFJ3N,0.0,0.0
A0625025NOV9YUE5CFD7,0.0,0.0
A0626807BSGXAM966YI9,0.0,0.0
A0629237VDWK6QR069MX,0.0,0.0
A06302134O6HN6156C27,0.0,0.0
A0631207DI3FU9GNLQW9,0.0,0.0
A0632527AZSMAKRHIDJJ,0.0,0.0
A0632539BPRONBOAXZYY,0.0,0.0
A0632997KSE48WGXLTBG,0.0,0.0
A0633785CTA5DP4YLH0U,0.0,0.0
A0634459IUT5LVFM9YZZ,0.0,0.0
A0635115XYN6AVZAEN4S,0.0,0.0
A0635481RSTD30PT2AVY,0.0,0.0
A0637833V7MU6VSMH5PE,0.0,0.0
A06386557STEBYSM4AF4,0.0,0.0
A0639559OB64Q6QPL5OV,0.0,0.0
A0640527KDT9ZWZLRWFI,0.0,0.0
A0641167V3LZ29V4H48V,0.0,0.0
A0641789YM9JX75SL5Y1,0.0,0.0
A0642717RWRHN5HMAVNM,0.0,0.0
A0643832EOJ16V9HZWHC,0.0,0.0
A06441281YZVQKX6R6WE,0.0,0.0
A06446988RRT4HXMIA04,0.0,0.0
A0646933AX76KEFZJN8J,0.0,0.0
A064760580PET67Z86S3,0.0,0.0
A0649075R7BN0U45HPXK,0.0,0.0
A0650961HO7RGHL0IRPI,0.0,0.0
A0651895AXQBYE923Y6U,0.0,0.0
A0652475R4MANC7JYORT,0.0,0.0
A065328536887RQBGR58,0.0,0.0
A0653821PCENT38G9Y8G,0.0,0.0
A06539257862YD20ZQFK,0.0,0.0
A0654143WIPIJAQ1TZIO,0.0,0.0
A0654455S602K7BXCMOZ,0.0,0.0
A0654783U4CSXHET2BHK,0.0,0.0
A0655978MSC28U7LBJ3,0.0,0.0
A0656518CBYDPQB55BMO,0.0,0.0
A0657354JZROA5C7ZKR5,0.0,0.0
A065772882GKO30X0VAL,0.0,0.0
A0658646YN6DZBEE7Y5A,0.0,0.0
A0660378WGK25CYKIV27,0.0,0.0
A0660426QM78TR00HFSJ,0.0,0.0
A0661622UERL1D7G9SBZ,0.0,0.0
A0662176VVUB7R4UF5V,0.0,0.0
A0662298MMGF633FQNKI,0.0,0.0
A0663190QJ81IFBQ7N34,0.0,0.0
A0663386R35DPMUM8FSH,0.0,0.0
A06654845E5WZSPBARSJ,0.0,0.0
A06655182FPJ3Z2JH8XN,0.0,0.0
A066571265STLD99HSVG,0.0,0.0
A06661447I79Y28ONBIP,0.0,0.0
A0666668H6D642EA5TPQ,0.0,0.0
A0667826J5LQJJ2XESHB,0.0,0.0
A0669438UHM1SNTC92DG,0.0,0.0
A06696163I2N1RM279OV,0.0,0.0
A0670718A43ZBVKDY9C6,0.0,0.0
A0672550WIW6SXIJF92W,0.0,0.0
A0674380OW8K6DWKUXAO,0.0,0.0
A06746787QEABOHDWVHY,0.0,0.0
A0675162ARY7E3PQNE4S,0.0,0.0
A0675716UF1O1EERO8JI,0.0,0.0
A0675840HW90S866R9PS,0.0,0.0
A0678862K4PNR9WHWOT6,0.0,0.0
A06805844CTDBAUPP76R,0.0,0.0
A06805849XMDITTSVEA3,0.0,0.0
A06818207QDXOKXENCIB,0.0,0.0
A06826728S5XWRYG1S1A,-0.008120031,0.025948232
A0682926RSQ2FFEGL4KD,0.0,0.0
A0683586LV63ILCRACIE,0.0,0.0
A06838305849SVZNOGO3,0.0,0.0
A0683980Z95W33AYGOTN,0.0,0.0
A0685670YO84FTL8YC5A,0.0,0.0
A0685888WB02Q69S553P,0.0,0.0
A0686154PIARQ6V5J1MR,0.0,0.0
A0686502N7LPVTAS5CWO,0.0,0.0
A0686676FGTO586CMUE5,0.39323926,0.0017993576
A0687038Z0B6A8M9UJHM,0.0,0.0
A0687098IV0YDXQ23S5B,0.0,0.0
A0687548OCVJC2VWCNYR,0.0,0.0
A0687596WQ3RHO5Z7RZK,0.0,0.0
A0688092UC28HNNQ9BXC,0.0,0.0
A06887306BJ3HN29KKB7,0.0,0.0
A06900664R2JKVGD4B5I,0.0,0.0
A0690650NPXPZ4ZFWACI,0.0,0.0
A0690694OC5P37XY288W,0.0,0.0
A0690942WME5R99HPIEY,0.0,0.0
A0691938Q4ESZ0BUKKJA,0.0,0.0
A0692604QUZ9WG2T0QDS,0.0,0.0
A0692830NA5PL3ZQCTMT,0.0,0.0
A0693878SY86S0MS7HZT,0.0,0.0
A0695002L17F1GA1CZ1,0.0,0.0
A06959567B6CRD0GMNYK,0.0,0.0
A0696436MCS1TEIGHPTS,0.0,0.0
A0696506THJTFNSTSV1Q,0.0,0.0
A0698374FTGYVMQ8FHJ,0.0,0.0
A0699550ONT0FV26Z85D,0.0,0.0
A0700334N5FXJFOT67IF,0.0,0.0
A0701602NM1VG6J9812V,0.0,0.0
A0701912BCTTTIYD1SZJ,0.0,0.0
A0702092B8XMKDB1CEXA,0.0,0.0
A0702234AG6AS35EA7BQ,0.0,0.0
A0705594WOXNIJU9ZGVF,0.0,0.0
A0705654XT5UCAYOY7TH,0.0,0.0
A0706194KZXC06QPR6RI,0.0,0.0
A0708018YAHAL24DK2L4,0.0,0.0
A0708336X9GYTBTNMW2,0.0,0.0
A07102759RH1BBZFMQHH,0.0,0.0
A0710645IC9VM2A2ZDJP,0.0,0.0
A07110906PXVNINLGBG7,0.0,0.0
A07113101ZOIBQHGHFMY,0.0,0.0
A0714018J32TO7O31AVO,0.0,0.0
A0714968H2IE02DOESCL,0.0,0.0
A0714976AEMD0RNIC1ZR,0.0,0.0
A07157885NQATOPY4FZ5,0.0,0.0
A0716766775PBSRBZB3J,0.0,0.0
A0716934T3HUB3IO2ARQ,0.0,0.0
A0718466DJ0Y591VLAL7,0.0,0.0
A0718784TOWF9DX1DOFD,0.0,0.0
A0718920QP8OQL6LNH7T,0.0,0.0
A0722557RCL4T9LD1RI9,0.0,0.0
A0723079571ISZJFLQDS,0.0,0.0
A0723443OO9H3T16ZA69,0.0,0.0
A0723663967WB0HNT32W,0.0,0.0
A07236896UAPUALA0DW1,0.0,0.0
A0723725Z30RNNRZZDX8,0.0,0.0
A0723731GEOY8VF22F80,0.0,0.0
A0723867RHX4WL83D3I9,0.0,0.0
A0724629VJFAD9381XC7,0.0,0.0
A0725659L4DQHV5NQC5C,0.0,0.0
A07287631K4D76A7LOTE,0.0,0.0
A073297125W49JBS0URO,0.0,0.0
A0735267U888H3N5JI2Z,0.0,0.0
A0736539PV75DPSLDUW8,0.0,0.0
A07375914PLNSRK8T6K4,0.0,0.0
A0738197D1TAJTJCMZ0Y,0.0,0.0
A0738789KPPJCG37MPAI,0.0,0.0
A0739913IJG6WMYWSR7M,0.0,0.0
A0741891DZ8RVQBRFHE9,0.0,0.0
A0742149TB15ZM83FS7A,0.0,0.0
A0742693QQ4VBVT7I510,0.0,0.0
A0743345UFTOA4V1Z7W,0.0,0.0
A07434814DI3006RGX5S,0.0,0.0
A0745529WT08ULMMLZWK,0.0,0.0
A07456856U64LDNYL2U6,0.0,0.0
A07458778WHAKU8LCFSW,0.0,0.0
A07461691T3ZPYIJW2MO,0.0,0.0
A07462996SNHEFIDILPX,0.0,0.0
A07464211LJ8DPIMUGS,0.0,0.0
A0746461256TJDH1GVG9,0.0,0.0
A0747005KZP6OE93G7GI,0.0,0.0
A0747845XQQIHI8295IK,0.0,0.0
A0747891Y9C4BKY09VZO,0.0,0.0
A07481939YEK5ZAEYA59,0.0,0.0
A0748737MEVULYYKA50O,0.0,0.0
A0749055680V9T3S6VK8,0.0,0.0
A07491954YLLY18GJ8JE,0.0,0.0
A0749513GXMH4PVN1VZI,0.0,0.0
A074956544QSZQTU1LRC,0.0,0.0
A075187974975WXZYAJ0,0.0,0.0
A0752489XZ7RC6FM1D2A,0.0,0.0
A0753055F9PRSMA56KMN,0.0,0.0
A0754917AGKOSCYCZWP9,0.0,0.0
A075694522XUGSODB6P8,0.0,0.0
A075715157GGZILS3KU6,0.0,0.0
A0757159TSQ75IXPGNPP,0.0,0.0
A0757729ZZ4YG683Q9TW,0.0,0.0
A07581316MYBP76T5HIN,0.0,0.0
A07583633RKR8RPWLD8M,0.0,0.0
A07584195OKTWGGVNKTI,0.0,0.0
A0758895MO1MY87SCK0,0.0,0.0
A0758969ZPDKQ1IL803M,0.0,0.0
A0765097CC79X7073VSQ,0.0,0.0
A0766501OS956FGIHWRA,0.0,0.0
A0766849E1P6ID3NQJC3,0.0,0.0
A0767827T5YZNRKL01QX,0.0,0.0
A0769183K7L2H54MJRG4,0.0,0.0
A0769231TPEV4L92TMCP,0.0,0.0
A0770397G7QY42XAWBUG,0.0,0.0
A0770823Z43VYSHS85BS,0.0,0.0
A0771469KYFQH4I5DSXN,0.0,0.0
A07716593573L93RJQ1E,0.0,0.0
A0772965J407QF6B4ZDI,0.0,0.0
A077527472FKRX0GCKH8,0.0,0.0
A0776669NZZD6IZI2J5P,0.0,0.0
A0777173XU1PFL9L5X8O,0.0,0.0
A0777657FXZ3ETHVUY35,0.0,0.0
A0780911YS5T61ONRJAH,0.0,0.0
A0783207JVAYXJNTXROB,0.0,0.0
A0785441VO712MYHZPE6,0.0,0.0
A0788296VENX7AJNT3SF,0.0,0.0
A0789658YEV0Z0PML0MD,0.0,0.0
A07901067HU07QPH00IL,0.0,0.0
A0790722OCX87RKL2J3T,0.0,0.0
A0793042KFHQ2UAFDOYY,0.0,0.0
A07933401MUFFH99NMSE,0.0,0.0
A07936821FOVJO6NP4Q8,0.0,0.0
A0793862XQVU50FVE4RV,0.0,0.0
A07944327TBTIQP47MBM,0.0,0.0
A0795000EVEFRS4MG8GW,0.0,0.0
A0795770IQ9WHL4FF0DU,0.0,0.0
A07959889RXIALBMHFDX,0.0,0.0
A07962404AUFA9DUGCV6,0.0,0.0
A079784835DUPQQRBJH,0.0,0.0
A0798340SONSMM28OWCL,0.0,0.0
A0798426HB3LGMXRXLNA,0.0,0.0
A080059248KXNQHV6T2S,0.0,0.0
A0800662E1835EJHCQTB,0.0,0.0
A0801764DN5CKCT2NKYP,0.0,0.0
A0804436MSNG0V2XBSXB,0.0,0.0
A0804832TSOA5TVUD23C,0.0,0.0
A0806400UK9TYOSLG1HR,0.0,0.0
A0807930532R1N06PAK,0.0,0.0
A0811606BEJQUIRRM0LH,0.0,0.0
A08124981YO57R0MCHVA,0.0,0.0
A081375893KL7S8N9WYB,0.0,0.0
A081387427P4H58ZVQAJ,0.0,0.0
A08161649PLI4JAWW4YD,0.0,0.0
A08161909WK3HU7UYTMW,0.0,0.0
A08173948OB8FMV25O48,0.0,0.0
A0817574DYNGJ3W52U0G,0.0,0.0
A0817904HQMN5QXY2MTW,0.0,0.0
A08191581YB1T9PDMZ65,0.0,0.0
A0819324QHS7Q6ZVPQRW,0.0,0.0
A0820382M6G84P6XC9W2,0.0,0.0
A08204502ORTWQR71TGG,0.0,0.0
A08206826MZ5PVZ54AU7,0.0,0.0
A0822018XZVEUFCI4X5Q,0.0,0.0
A08225247OS8SWP7VR77,0.0,0.0
A0822716PDUP7ENNP85R,0.0,0.0
A0825460IM7Y9JGAYDRS,0.0,0.0
A0825836N4Y8BV8HPR3Z,0.0,0.0
A0828122DAPGZR6S6H8F,0.0,0.0
A0829428Q19NFEN97S98,0.0,0.0
A082975086XJX8GK26DC,0.0,0.0
A0830356H8VW7AMXVVZB,0.0,0.0
A08334882RHZ3H81NOFS,0.0,0.0
A0834020G8YQHZ2IPTGP,0.0,0.0
A0834898YUH34QGVJLRZ,0.0,0.0
A08351385N39JJX3YQEH,0.0,0.0
A0836222L6XL18CFG8XX,0.0,0.0
A0836810VIHSBLU3BLH3,0.0,0.0
A0837668UI5E2BD74D8F,0.0,0.0
A08380127P4LAVQI3GZI,0.0,0.0
A0839628RLSTWATCJJIW,0.0,0.0
A0842272TLKNKWT4YG5Q,0.0,0.0
A0844552YNWEZIYVIRCT,0.0,0.0
A0844864OKDFS4GG2FY4,0.0,0.0
A0844898232RB4BDMCJ6,0.0,0.0
A08465668U0RV85XC8HD,0.0,0.0
A0846688DYQFAVNIBRPR,0.0,0.0
A0849556381M7BPFNYVY,0.0,0.0
A0849926MNNDTSYAHO7L,0.0,0.0
A08506325MP2PURDT4N6,0.0,0.0
A0851328DY3I0123PI3Z,-0.6063614,-0.0027745473
A0852483YRX26NPWOT84,0.0,0.0
A0853007EPXWCCH9IGRH,0.0,0.0
A0853297E7FB8M1GON8X,0.0,0.0
A0854287AXCPJTND88VG,0.0,0.0
A0854761HSJVOML3E6GZ,0.0,0.0
A08553752N7KUI4EWMNW,0.0,0.0
A0856177HEU64Y42Y9YJ,0.0,0.0
A08562611HPSE6J4MMN1,0.0,0.0
A085652718UH6FKVG68Y,0.0,0.0
A0857241RESX7Z7QWDEV,0.0,0.0
A0859025PHS4N7X4RFT3,0.0,0.0
A0860421DY439R41SVF7,0.0,0.0
A086148314VKQRFXF9Z0,0.0,0.0
A08615913QKWISIP8TUS,0.0,0.0
A08621494PSDRGN8OW4O,0.0,0.0
A086303377VB5HWZV1LM,0.0,0.0
A0863307NNRFM1NNIQCB,0.0,0.0
A0865207LQLTFWGR3RVH,0.0,0.0
A08655954PC1A1TF5THD,0.0,0.0
A086618322TRHPSUZOOT,0.0,0.0
A0866527E96IM6RWBTXF,0.0,0.0
A0867031T4C86LGR6QQ1,0.0,0.0
A086870313KZ1N9NSN4Z,0.0,0.0
A0871599VBYI2V6XHNTB,0.0,0.0
A0871965WZIZ6PJCOH4T,0.0,0.0
A0872239NV0PJLHMFY48,0.0,0.0
A0872593T4CBEEDEB81Y,0.0,0.0
A0873751R8TSS56JJSK0,0.0,0.0
A08775673YULNZLAO62L,0.0,0.0
A0877829UXXKVD8KSSLD,0.0,0.0
A0878543G7OT1ZKZH5ZY,0.0,0.0
A08797391ODDXDIQ1VRR,0.0,0.0
A088051947PU5VDAUHAL,0.0,0.0
A0881205I3MM9ZSL3EPC,0.0,0.0
A0881989LT101UXGR6ZJ,0.0,0.0
A0882035179S97GKYD3R,0.0,0.0
A0883547XY1SWUZ84NGF,0.0,0.0
A0884851TR8CL5XI1H3U,0.0,0.0
A0885889O1IIJNPFB5IH,0.0,0.0
A0886311WJ171WHN1NI5,0.0,0.0
A0886847RYUTSTM31SSC,0.0,0.0
A08874618YMDDJURPHYQ,0.0,0.0
A0887805NPO60NFCHRH7,0.0,0.0
A0887895AMAZ6SUYZVTA,0.0,0.0
A08885612TSH82ZYYEB1,0.0,0.0
A0888697OPZ9PNWWW9IA,0.0,0.0
A08889571VIC590KN0WB,0.0,0.0
A0889253Z1K8IRRAAB6B,0.0,0.0
A0889361MZFA8OVASRXV,0.0,0.0
A0892021DDWG8EKX5D0I,0.0,0.0
A0892253ZHIP2T0HR1Q0,0.0,0.0
A0893171YUUSQXR1LNT,0.0,0.0
A0893499II357BJEZR7C,0.0,0.0
A0893983PA4VI8Y99OKC,0.0,0.0
A0894997RM5X4XG45PU4,0.0,0.0
A0896013YPHMUMGJ7M66,0.0,0.0
A0896517PN4N2KMFUHMW,0.0,0.0
A0897177S1YCWBAFI4BI,0.0,0.0
A08974897RM13I44JPGY,0.0,0.0
A0897547HGJQA5LSC6E5,0.0,0.0
A08988936KDL4LOM8Y04,0.0,0.0
A0899941RZRHG466GT32,0.0,0.0
A0900341JN2RB6TL2W8C,0.0,0.0
A0901695T4H0B9RADPGP,0.0,0.0
A0901907ZPCLNB6TG5AC,0.0,0.0
A0902153QTCK9CQ92NLC,0.0,0.0
A0903711K6ZVUD1AJCNJ,0.0,0.0
A09044371WCP45XL36O2,0.0,0.0
A0905432MG72VT9LTGZ9,0.0,0.0
A09056183H3YUWB42KK9,0.0,0.0
A09067831W4A1WCOA5V7,0.0,0.0
A09076754KM5KH39XGS1,0.0,0.0
A0908131Z7BWYSMRQ16T,0.0,0.0
A0909479490FMTJQ38O4,0.0,0.0
A09132858N2AWJ0V0SDW,0.0,0.0
A0913337HLMV88U0KP9D,0.0,0.0
A09138575I033MXTGH5I,0.0,0.0
A0914271UPF6QF568LNW,0.0,0.0
A0916357J9P21ZUYUZO6,0.0,0.0
A09169018UCEJ59YALUB,0.0,0.0
A0917083LO3ORNH87FM2,0.0,0.0
A0918476PFMIWPXVOGEY,0.0,0.0
A09228349OA8NHCTL712,0.0,0.0
A0923126Y14BO47WHDW,0.0,0.0
A0923488TPJ1WDFHLUDT,0.0,0.0
A0924068GKO4IML7MYBX,0.0,0.0
A09251684MEF30N9Q8KP,0.0,0.0
A0926006YJI086C3X5UQ,0.0,0.0
A0926046TJV5WHRK1NPE,0.0,0.0
A0926142MKD4KP7DM04L,0.0,0.0
A0926938F651EMATHMG1,0.0,0.0
A09269522EH2HXU9XR5I,0.0,0.0
A0931154BGJO9CTB9VV6,0.0,0.0
A0933272ZM54D9SOOJY3,0.0,0.0
A0933858UGQ2WIEV5EYS,0.0,0.0
A0935142VVF0OQ48TMRG,0.0,0.0
A0936292YWRN6XZKLCLU,0.0,0.0
A0936518O2Q3LTKQ587,0.0,0.0
A0937294JXMB8L07K5RL,0.0,0.0
A0939904WVI0E5QUMVCZ,0.0,0.0
A0940386APHW5DHILOAX,0.0,0.0
A0940462BOMEJXOOJV5L,0.0,0.0
A0942182C94KEM18JQ45,0.0,0.0
A094225671L9CQ4YBDTB,0.0,0.0
A0943110PWFMSWHMKPGS,0.0,0.0
A0943946MGJ41CJ4GRJ8,0.0,0.0
A0944390NJOM2F99R03K,0.0,0.0
A0944456Z3LN62I2DT3O,0.0,0.0
A0944502N73BLFLCTQYO,0.0,0.0
A09499321O3I39IMLKOA,0.0,0.0
A0950178BUT5S4JF754,0.0,0.0
A09508282EQQEABSF695,0.0,0.0
A0950944AR2CEYJ6GONF,0.0,0.0
A0951132BNVJ9XE5TQH8,0.0,0.0
A0952686ABIDJXRTNYCK,0.0,0.0
A09530962IOI9CBHEO9H,0.0,0.0
A0953544VCE1KSI43GF7,0.0,0.0
A0954988UGI524R87OMV,0.0,0.0
A0958174KY1G4OKGRB5Q,0.0,0.0
A0958434PHKWY7HTYE4T,0.0,0.0
A095874615AU2M9YXRS5,0.0,0.0
A0959412G19AJF9BZSB,0.0,0.0
A0960242X1E6JHKTCIYT,0.0,0.0
A0963642679CNXVLGAZI,0.0,0.0
A0966228FQPG5PJL6Z9E,0.0,0.0
A0969330QVY8CJDJMGV,0.0,0.0
A0970054TPISPSRTA6Z8,0.0,0.0
A0970066YRXQSLQQCA8O,0.0,0.0
A0970694E9I7IY4I2CB2,0.0,0.0
A09717494RVZVJTPO4KW,0.0,0.0
A0973178S7YX67QGM49D,0.0,0.0
A097388816E7VS9A8E0,0.0,0.0
A09745147SOTNHZE214W,0.0,0.0
A0976310LN1CGGCPKF1G,0.0,0.0
A0976472UCEDTAJGKFE5,0.0,0.0
A0977060HFQA6AJFL0UT,0.0,0.0
A0977760N7NR8OMFTL1A,0.0,0.0
A09781781CO6UDP1IQGW,0.0,0.0
A09781846MHGGT7AXA32,0.0,0.0
A0978522KNYBB5GFBYAX,0.0,0.0
A09786265C6Z26VDN7PU,0.0,0.0
A09787744UXXRS9JV6LG,0.0,0.0
A0978836QSB5X62PLBB8,0.0,0.0
A0982996DP332NM8KQCM,0.0,0.0
A0983633VWSUSPOP6MMR,0.0,0.0
A0985223NXZXY9FQGT0I,0.0,0.0
A0985541ZZH41ONSQ0Q8,0.0,0.0
A09863999G41A3RVXW91,0.0,0.0
A0986665A7J4V94FK3RZ,0.0,0.0
A0988295S14QCX7DVF9R,0.0,0.0
A0989963IXI4GJV8U6SM,0.0,0.0
A0991431YGB9FS97J0H0,0.0,0.0
A0993065NNZD7JUEJNJS,0.0,0.0
A0997281U4LX99PDA2UT,0.0,0.0
A0997791IL96IO9B5QT6,0.0,0.0
A0998575FL5W857N605B,0.0,0.0
A099898949AFPOGMFDCB,0.0,0.0
A0999509ZRK5LA9PJ22N,0.0,0.0
A1000027S07EM1G9P4QQ,0.0,0.0
A1000285PXGM3PN54TVU,0.0,0.0
A10002EO9ZUY0B,0.0,0.0
A1000319M6SZKI362VL5,0.0,0.0
A10003S0CVQ0ZP,0.0,0.0
A10005QPZS2TCW,0.0,0.0
A10006RQIV9U0S,0.0,0.0
A10009J86QS67C,0.0,0.0
A1000COU8XWVHO,0.0,0.0
A1000EWBXBHK0P,0.0,0.0
A1000GMSCQ7L0,0.0,0.0
A1000H4LEW4P1E,0.0,0.0
A1000I70I9GON3,0.0,0.0
A1000KETTA174Q,0.0,0.0
A1000MSS0JHGF8,0.0,0.0
A1000O0MY1PYC5,0.0,0.0
A1000OCI7VAD9K,0.0,0.0
A1000OG8UCYHYT,0.0,0.0
A1000TZG6TNX43,0.0,0.0
A1000YH725UROY,0.0,0.0
A10013YD7Y4P3F,0.0,0.0
A100140OOOALVW,0.0,0.0
A1001661TEQ8MCR9PCFT,0.0,0.0
A10016B8Y0QP8K,0.0,0.0
A10017KWSX19H9,0.0,0.0
A100181774GWFSS1LOOW,0.0,0.0
A1001961PII0PMH3EP03,0.0,0.0
A1001DN6UYBXAD,0.0,0.0
A1001EIGX95EE5,0.0,0.0
A1001HNM2M0XE9,0.0,0.0
A1001IQ9OI5H47,0.0,0.0
A1001JDIEPPGE7,0.0,0.0
A1001L0255R1S1,0.0,0.0
A1001L6GILDZB5,0.0,0.0
A1001N2WCPNVP,0.0,0.0
A1001SAW15066X,0.0,0.0
A1001TLA85FRZB,0.0,0.0
A1001TYW5FZYD9,0.0,0.0
A1001V2LHE4FCA,0.0,0.0
A100210327EQG0YKGREG,0.0,0.0
A10021I9UQH7Y1,0.0,0.0
A100256QA8WN6Y,0.0,0.0
A10026OF76CLJC,0.0,0.0
A10028U5DWK097,0.0,0.0
A1002BE7RVPHUI,0.0,0.0
A1002D6TOF2N05,0.0,0.0
A1002D8JISI80U,0.0,0.0
A1002EKO8HGSA3,0.0,0.0
A1002FHPYIUNQ7,0.0,0.0
A1002GD9LQ500I,0.0,0.0
A1002I8UCD4D1B,0.0,0.0
A1002IDSC3HSAT,0.0,0.0
A1002JVODPD2VY,0.0,0.0
A1002M7EJQVUI4,0.0,0.0
A1002MCOTLC9PR,0.0,0.0
A1002N0ASC7SMN,0.0,0.0
A1002N5SLKYK85,0.0,0.0
A1002TDS65F9Y3,0.0,0.0
A1002TOCXOHQ72,0.0,0.0
A1002VWBVC1RHD,0.0,0.0
A1002X1T6A916E,0.0,0.0
A1002XW3QZ95QW,0.0,0.0
A1002Y15OE2HO5,0.0,0.0
A10030KC6GYK89,0.0,0.0
A10031TANNASO9,0.0,0.0
A10033EV347ZI5,0.0,0.0
A10033ZS10JQYA,0.0,0.0
A10034UV6PZFL9,0.0,0.0
A1003532YJ4NUV,0.0,0.0
A10035434Q6NVVCBHB0L,0.0,0.0
A10035695CBOX6ABO7EB,0.0,0.0
A10036437T54UNY5JRYU,0.0,0.0
A10037MV6ORFI7,0.0,0.0
A1003CEJNM7ZYJ,0.0,0.0
A1003CRD5N6PZJ,0.0,0.0
A1003D3M3KJQLB,0.0,0.0
A1003EYWAQFOUG,0.0,0.0
A1003FIQ5CETWO,0.0,0.0
A1003GA4QGD5EB,0.0,0.0
A1003JZQXWNGOE,0.0,0.0
A1003LA2SQR2QO,0.0,0.0
A1003O0Q5W6H9E,0.0,0.0
A1003SEWDOQQXN,0.0,0.0
A1003ST0GX38IH,0.0,0.0
A1003SWJP34UIF,0.0,0.0
A1003VZMX5YJGO,0.0,0.0
